FIRSTNAME | LASTNAME | TITLE | YEAR | TYPE | POSITION | GENDER
Veikko | Aaltonen | Arvottomat  | 1982 | M |  | M
Veikko | Aaltonen | Kiljusen herrasväen uudet seikkailut  | 1990 | M | 58 | M
Vesa | Aaltonen | Kiljusen herrasväen uudet seikkailut  | 1990 | M | 71 | M
Yrjö | Aaltonen | Aktivistit  | 1939 | M |  | M
Yrjö | Aaltonen | Miriam  | 1957 | M |  | M
Stacy | Aam | Nether World  | 1997 | M |  | M
John | Aamdahl | Støv på hjernen  | 1959 | M |  | M
Willie | Aames | Battle of the Network Stars IX  | 1980 | TV | 4 | M
Willie | Aames | Battle of the Network Stars VII  | 1979 | TV | 3 | M
Willie | Aames | Child Stars: Then and Now  | 2003 | TV |  | M
Willie | Aames | Circus of the Stars #10  | 1985 | TV |  | M
Willie | Aames | Circus of the Stars #14  | 1989 | TV |  | M
Willie | Aames | Dickie Roberts: Former Child Star  | 2003 | M | 64 | M
Willie | Aames | Eight Is Enough Wedding, An  | 1989 | TV |  | M
Willie | Aames | Eight Is Enough: A Family Reunion  | 1987 | TV |  | M
Willie | Aames | Eight Is Enough: The E! True Hollywood Story  | 2000 | TV |  | M
Willie | Aames | Family Nobody Wanted, The  | 1975 | TV | 9 | M
Willie | Aames | Frankenstein  | 1973 | TV | 12 | M
Willie | Aames | Inferno in diretta  | 1985 | M | 3 | M
Willie | Aames | Máquina de matar, La  | 1984 | M | 5 | M
Willie | Aames | Paradise  | 1982 | M | 1 | M
Willie | Aames | Pssst! Hammerman's After You!  | 1974 | TV | 14 | M
Willie | Aames | Runaway on Rogue River  | 1974 | TV |  | M
Willie | Aames | Scavenger Hunt  | 1979 | M | 12 | M
Willie | Aames | Tom Swift and Linda Craig Mystery Hour, The  | 1983 | TV | 1 | M
Willie | Aames | Unwed Father  | 1974 | TV | 6 | M
Willie | Aames | Zapped!  | 1982 | M | 2 | M
Willie | Aames | "Benjamin Franklin"  | 1974 | mini |  | M
Willie | Aames | "Bible Man"  | 1999 | M | 1 | M
Willie | Aames | "Charles in Charge"  | 1984 | M | 2 | M
Willie | Aames | "Dungeons & Dragons"  | 1983/I | voice | 1 | M
Willie | Aames | "Edge of Night, The"  | 1956 | M | 11 | M
Willie | Aames | "Eight Is Enough"  | 1977 | M | 10 | M
Willie | Aames | "Family"  | 1976/III | M |  | M
Willie | Aames | "Rich Man, Poor Man - Book II"  | 1976 | M |  | M
Willie | Aames | "Swiss Family Robinson"  | 1975 | M | 3 | M
Willie | Aames | "We'll Get By"  | 1975 | M | 4 | M
Kjetil André | Aamodt | OL Salt Lake City 2002  | 2002 | TV |  | M
Kristian | Aamodt | Kristine Valdresdatter  | 1930 | M | 15 | M
Thor Michael | Aamodt | Absolutt blåmandag  | 1999 | M | 16 | M
Thor Michael | Aamodt | Insomnia  | 1997 | M | 6 | M
Thor Michael | Aamodt | Olsenbanden Junior på rocker'n  | 2004 | M |  | M
Thor Michael | Aamodt | "Hotel Cæsar"  | 1998 | M |  | M
Thor Michael | Aamodt | "Sejer - Elskede Poona"  | 2003 | M | 18 | M
Thor Michael | Aamodt | "Venner og fiender"  | 1998 | a |  | M
Doug | Aamoth | You Get Five Minutes  | 2004 | M | 2 | M
Mohammed | Aamoun | Nécrophile, Le  | 2004 | M | 3 | M
Asger | Aamund | Hjælp krigens ofre  | 2003 | TV |  | M
Dai Sai | Aan | Four Invincibles, The  | 1979 | M | 4 | M
Dai Sai | Aan | Goose Boxer  | 1978 | M |  | M
Dai Sai | Aan | Wu ming xiao cu  | 1980 | M |  | M
Peter | Aanensen | Alvin Purple  | 1973 | M | 13 | M
Peter | Aanensen | Bad Eggs  | 2003 | M | 42 | M
Peter | Aanensen | Cactus  | 1986 | M | 7 | M
Peter | Aanensen | Crackerjack  | 2002 | M | 11 | M
Peter | Aanensen | Craic, The  | 1999 | M | 24 | M
Peter | Aanensen | Cry in the Dark, A  | 1988 | M | 34 | M
Peter | Aanensen | Duet for Four  | 1982 | M |  | M
Peter | Aanensen | Dusty  | 1983/I | M | 11 | M
Peter | Aanensen | Grendel Grendel Grendel  | 1981 | voice |  | M
Peter | Aanensen | High Country  | 1984 | M |  | M
Peter | Aanensen | Road to Nhill  | 1997 | M | 16 | M
Peter | Aanensen | Rose Against the Odds  | 1995 | TV | 28 | M
Peter | Aanensen | Seagulls Over Sorrento  | 1960 | TV | 2 | M
Peter | Aanensen | Shame  | 1987 | M | 5 | M
Peter | Aanensen | Whose Baby  | 1986 | TV | 8 | M
Peter | Aanensen | "And the Big Men Fly"  | 1974 | M | 8 | M
Peter | Aanensen | "Bellbird"  | 1967 | M | 7 | M
Peter | Aanensen | "Bluey"  | 1976 | M |  | M
Peter | Aanensen | "Box, The"  | 1974 | M |  | M
Peter | Aanensen | "Catspaw"  | 1978 | M | 10 | M
Peter | Aanensen | "Marion"  | 1974 | M |  | M
Peter | Aanensen | "Power Without Glory"  | 1976 | mini | 32 | M
Peter | Aanensen | "Sons and Daughters"  | 1982 | M |  | M
Peter | Aanensen | "Women of the Sun"  | 1981 | mini | 82 | M
Adolf | Aanesen | Vor tids helte  | 1918 | M | 10 | M
Lehtinen | Aape | Siivoton juttu  | 1997 | TV |  | M
 | Aapeli | Pikku Pietarin piha  | 1961 | voice |  | M
Jim | Aar | Being There  | 1979 | M | 30 | M
Abraxas | Aaran | Patton  | 1970 | M | 30 | M
Steve | Aaran | Old Enough  | 1984 | a | 27 | M
Steve | Aaran | Slapstick (Of Another Kind)  | 1982 | M |  | M
Satyanarayana | Aarani | Devadasu  | 1953 | M | 7 | M
Satyanarayana | Aarani | Laila Majnu  | 1949/I | M | 9 | M
Satyanarayana | Aarani | Ramadasu  | 1933 | M | 2 | M
Satyanarayana | Aarani | Ratnamala  | 1947 | M | 6 | M
Efisio | Aarbus | Haie an Bord  | 1971 | M | 8 | M
Frank J. | Aard | Horror Story  | 1997 | a | 5 | M
Frank J. | Aard | Immortal  | 1995 | M |  | M
Frank J. | Aard | Radioland Murders  | 1994 | M | 34 | M
Ott | Aardam | Nimed marmortahvlil  | 2002 | M | 5 | M
Raymond | Aarden | Flodder  | 1986 | M | 66 | M
Fritz | Aardvark Bragpuss | Cruise of the Gods  | 2002 | TV | 46 | M
Bruce | Aarestad | Chasing Indigo  | 2000 | M |  | M
Carsten | Aarestrup | Sårede filoktet, Den  | 1974 | TV |  | M
Lasse | Aarestrup | Grev Axel  | 2001 | M | 27 | M
Mick | Aarestrupp | Malevolence  | 1995 | M | 43 | M
Juha | Aarikka | Riot On!  | 2004 | M |  | M
Jeffrey | Aarles | Six-Pack  | 2000 | M | 24 | M
Jeffrey | Aarles | Stardom  | 2000 | M |  | M
Jeffrey | Aarles | Terminal Justice  | 1995 | M | 31 | M
Annu | Aarnela | Juokse kuin varas  | 1964 | M |  | M
Aatto | Aarnio | "Rauta-aika"  | 1982 | mini |  | M
Douglas | Aarniokoski | Austin Powers: International Man of Mystery  | 1997 | voice |  | M
Douglas | Aarniokoski | Faculty, The  | 1998 | a | 33 | M
Douglas | Aarniokoski | Full Tilt Boogie  | 1997 | M |  | M
Douglas | Aarniokoski | Highlander: Endgame  | 2000 | M | 11 | M
 | Aaron (I) | Drive by: A Love Story  | 1997 | M | 26 | M
 | Aaron (I) | "Tough Enough"  | 2001 | M | 11 | M
Aash | Aaron | Stepsister From Planet Weird  | 2000 | TV | 8 | M
Armando | Aaron | Shoah  | 1985 | M | 26 | M
Bob (I) | Aaron | Big Deal  | 1985 | M | 20 | M
Bob (I) | Aaron | Pink Chiquitas, The  | 1987 | M | 20 | M
Bob (I) | Aaron | Raging Bull  | 1980 | M | 86 | M
Bob (I) | Aaron | Stanley & Iris  | 1990 | M | 21 | M
Brian | Aaron | Last Winter, The  | 1984 | M | 7 | M
Chad | Aaron | Boys of Sunset Ridge, The  | 2001 | M |  | M
Chad | Aaron | Yards, The  | 2000 | M | 14 | M
Charles | Aaron | Do You Love Me  | 1946 | M | 17 | M
Chuck | Aaron | Third Society, The  | 2002 | M |  | M
David (III) | Aaron | Two Minutes  | 1998 | M |  | M
David S. | Aaron | Kids Don't Tell  | 1985 | TV | 11 | M
Eddie | Aaron | Convention of the Century  | 1934 | M | 51 | M
Eric | Aaron | Chorus Line, A  | 1985 | M |  | M
Frank | Aaron | Ruby Bridges  | 1998 | TV |  | M
Frank | Aaron | Safe Side, The  | 2004 | V | 15 | M
Hank | Aaron | 100 Years of the World Series  | 2003 | V |  | M
Hank | Aaron | 1999 MLB All-Star Game  | 1999 | TV |  | M
Hank | Aaron | 2002 MLB All-Star Game  | 2002 | TV |  | M
Hank | Aaron | 2004 World Series  | 2004 | TV |  | M
Hank | Aaron | Hank Aaron: Chasing the Dream  | 1995 | archiv |  | M
Hank | Aaron | Incredible Ida Early, The  | 1987 | TV |  | M
Hank | Aaron | Jim Brown All American  | 2002 | M | 23 | M
Hank | Aaron | Pete Rose on Trial  | 2003 | TV | 12 | M
Hank | Aaron | Summer Catch  | 2001 | M | 24 | M
Hank | Aaron | When It Was a Game 2  | 1992 | TV |  | M
Hank | Aaron | When It Was a Game 3  | 2000 | TV |  | M
Hank | Aaron | "Baseball"  | 1994 | mini |  | M
Hank | Aaron | "Greats of the Game"  | 1985 | M |  | M
Hank | Aaron | "Remarkable Journey, The"  | 2000 | M |  | M
Henry | Aaron | "Greats of the Game"  | 1985 | M |  | M
Jack | Aaron | C.O.D.  | 1981 | M | 31 | M
Jack | Aaron | Fat Angels  | 1980 | M |  | M
Jack | Aaron | Journey of the Fifth Horse, The  | 1966 | TV |  | M
Jack | Aaron | Made for Each Other  | 1971 | M | 43 | M
Jack | Aaron | Mortadella, La  | 1971 | M |  | M
Jack | Aaron | Spook Who Sat by the Door, The  | 1973 | M |  | M
James (I) | Aaron | Tender Mercies  | 1983 | M | 15 | M
James (II) | Aaron | Game Day  | 2000 | M | 8 | M
James (II) | Aaron | Glory Road  | 2005 | M |  | M
James (II) | Aaron | Night in Compton, A  | 2004 | M | 2 | M
James (II) | Aaron | Tournament of Dreams  | 2005 | M | 14 | M
Jeff | Aaron | Hysterical Blindness  | 2002 | TV | 9 | M
Jeff | Aaron | Two Weeks Notice  | 2002 | M |  | M
Jeff | Aaron | "Angels in America"  | 2003 | mini |  | M
Joe (II) | Aaron | Crazy Jones  | 2002 | M | 1 | M
John (I) | Aaron | Apollo 13: To the Edge and Back  | 1994 | TV |  | M
John (I) | Aaron | Lost Moon: The Triumph of Apollo 13  | 1996 | V |  | M
John (I) | Aaron | "Century, The"  | 1999 | mini |  | M
Levy | Aaron | Guide  | 1965/I | M | 17 | M
Luke | Aaron | Jim il primo  | 1964 | M |  | M
Mark (II) | Aaron | Phoenix  | 2003 | M | 3 | M
Nicholas | Aaron | Don't Look Back!  | 2003 | M | 17 | M
Nicholas | Aaron | Initiation of Samuel Caine, The  | 2002 | M |  | M
Nicholas | Aaron | Lemmings  | 2001 | M |  | M
Nicholas | Aaron | Making of 'Touching the Void', The  | 2003 | TV |  | M
Nicholas | Aaron | Touching the Void  | 2003 | M |  | M
Nicholas | Aaron | Unstoppable  | 2004 | M | 9 | M
Nicholas | Aaron | "Band of Brothers"  | 2001 | mini | 26 | M
Nicholas | Aaron | "First Degree"  | 2002/I | M | 4 | M
Piet | Aaron | Tatort - Einmal täglich  | 2000 | TV |  | M
Rabbi Jonathan | Aaron | Winchell  | 1998 | TV | 15 | M
Richard (II) | Aaron | Paul, Lisa and Caroline  | 1977 | M |  | M
Robert | Aaron | Image, The  | 1990 | TV | 16 | M
Sam (I) | Aaron | Assistant, The  | 1997 | M | 7 | M
Sam (I) | Aaron | Cutting Edge, The  | 1992 | M | 29 | M
Sam (I) | Aaron | Drop Dead Gorgeous  | 1991 | TV | 21 | M
Sam (I) | Aaron | Mama's Going to Buy You a Mockingbird  | 1987 | TV |  | M
Sam (I) | Aaron | Simon Birch  | 1998 | M | 36 | M
Sam (II) | Aaron | Checking Out  | 2004 | M |  | M
Sam (II) | Aaron | Last Writes  | 2001 | M |  | M
Sam (II) | Aaron | Vampire Hunters Club, The  | 2001 | V | 8 | M
Shane | Aaron | 18 Fingers of Death!  | 2004 | M |  | M
Terry | Aaron | Distant Shadow  | 1999 | M | 9 | M
Terry | Aaron | Sanitarium  | 2001 | V | 3 | M
Victor | Aaron | Bulletproof  | 1996 | M | 28 | M
Victor | Aaron | Crazy Horse  | 1996 | TV |  | M
Victor | Aaron | Geronimo: An American Legend  | 1993 | M | 10 | M
Victor | Aaron | Perry Mason Mystery: The Case of the Grimacing Governor, A  | 1994 | TV | 29 | M
Victor | Aaron | Silent Fury  | 1994 | M |  | M
Victor | Aaron | Sunchaser, The  | 1996 | M | 8 | M
Victor | Aaron | "Dead Man's Walk"  | 1996 | mini |  | M
Ben | Aaronovitch | Doctor Who: Thirty Years in the Tardis  | 1993 | TV |  | M
David | Aaronovitch | 100 Greatest TV Moments, The  | 1999 | TV |  | M
David | Aaronovitch | 40 Years of University Challenge  | 2002 | TV | 7 | M
David | Aaronovitch | Celebrity Naked Ambition  | 2003 | TV |  | M
David | Aaronovitch | Very Best of Have I Got News for You, The  | 2002 | V |  | M
David | Aaronovitch | Why I Hate the 60s: The Decade That Was Too Good to Be True  | 2004 | TV |  | M
David | Aaronovitch | "On Air: The Truth About TV"  | 1998 | mini |  | M
Owen | Aaronovitch | Prime Suspect  | 1991 | TV | 34 | M
Owen | Aaronovitch | "Coronation Street"  | 1960 | M |  | M
Owen | Aaronovitch | "Reckless"  | 1997 | mini | 17 | M
Aaron | Aarons | Face Down  | 1997 | TV | 32 | M
Allan | Aarons | Adventures in Babysitting  | 1987 | M | 14 | M
Allan | Aarons | Edison: The Wizard of Light  | 1998 | TV | 10 | M
Allan | Aarons | Execution of Raymond Graham, The  | 1985 | TV | 21 | M
Allan | Aarons | In Defense of a Married Man  | 1990 | TV | 23 | M
Allan | Aarons | Kidnapping of Baby John Doe, The  | 1987 | TV |  | M
Allan | Aarons | Murder Times Seven  | 1990 | TV | 23 | M
Allan | Aarons | Park Is Mine, The  | 1986 | TV | 23 | M
Allan | Aarons | Physical Evidence  | 1989 | M | 45 | M
Allan | Aarons | Seeds of Doubt  | 1996 | M |  | M
Allan | Aarons | Utilities  | 1981 | M | 48 | M
David | Aarons | Stuck On You!  | 1984 | M | 85 | M
Leroy | Aarons | All the President's Men  | 1976 | M | 46 | M
Alan | Aaronson | Underworld U.S.A.  | 1961 | M |  | M
Scott | Aaronson | Flossin  | 2001 | M |  | M
Scott | Aaronson | Teddy Bears' Picnic  | 2002 | M |  | M
Tapio | Aarre-Ahtio | Missä on suuri pohjoinen  | 1991 | TV | 3 | M
Tapio | Aarre-Ahtio | Mommilan veriteot 1917  | 1973 | M | 5 | M
Tapio | Aarre-Ahtio | Ystävät, toverit  | 1990 | M |  | M
Bob | Aarrons | Martin's Day  | 1984 | M |  | M
Bob | Aarrons | Suicide Murders, The  | 1985 | TV | 22 | M
Reidar | Aarsand | For dagene er onde  | 1991 | M | 18 | M
Josef | Aarskov | "Nissebanden"  | 1984 | M |  | M
Erik | Aarsland | "Fortuna"  | 1993 | mini |  | M
Daniel | Aarsman | Hellboy  | 2004 | M | 20 | M
Turid | Aarstad | Watched!  | 1974 | M |  | M
Karl Johan | Aarsæther | Shetlandsgjengen  | 1954 | M | 10 | M
Uuno | Aarto | Koskenlaskijan morsian  | 1923 | M | 12 | M
Jack | Aarts | Phoenix mysterie, Het  | 1990 | M | 26 | M
Raf | Aarts | "Editie"  | 1995 | M |  | M
Sjors | Aarts | Volle maan  | 2002 | M |  | M
Heikki | Aarva | Teerenpeliä  | 1963 | M | 4 | M
Heikki | Aarva | "Joulukalenteri"  | 1963 | voice |  | M
Sami | Aarva | Ajolähtö  | 1982 | M |  | M
Einar Kvarving | Aarvig | "Sone 2"  | 2000 | M |  | M
Arne | Aas | 3  | 1971 | M | 6 | M
Arne | Aas | Alle tiders kupp  | 1964 | M | 13 | M
Arne | Aas | Bare et liv - historien om Fridtjof Nansen  | 1968 | M | 8 | M
Arne | Aas | Bobbys krig  | 1974 | M |  | M
Arne | Aas | Exit  | 1970 | M |  | M
Arne | Aas | Himmel og helvete  | 1969 | M | 9 | M
Arne | Aas | Kanarifuglen  | 1973 | M | 5 | M
Arne | Aas | Kjemp for alt hva du har kjært  | 1970 | TV | 2 | M
Arne | Aas | Kronprinsen  | 1979 | M |  | M
Arne | Aas | Lille Eyolf  | 1968 | TV |  | M
Arne | Aas | Lykkelige valg, Det  | 1968 | TV |  | M
Arne | Aas | Min Marion  | 1975 | M |  | M
Arne | Aas | Musikanter  | 1967 | M | 5 | M
Arne | Aas | Olsenbanden + Data Harry sprenger verdensbanken  | 1978 | M | 10 | M
Arne | Aas | Olsenbanden og Dynamitt-Harry mot nye høyder  | 1979 | M | 9 | M
Arne | Aas | Operasjon popcorn  | 1998 | TV |  | M
Arne | Aas | Oss  | 1976 | M |  | M
Arne | Aas | Pappa tar gull  | 1964 | M | 12 | M
Arne | Aas | Rallarblod  | 1979 | M |  | M
Arne | Aas | Skulle det dukke opp flere lik er det bare å ringe  | 1970 | M | 5 | M
Arne | Aas | Smuglere  | 1968 | M | 3 | M
Arne | Aas | To på topp  | 1965 | M | 12 | M
Arne | Aas | Under en steinhimmel  | 1974 | M |  | M
Arne | Aas | Vaktpostene  | 1965 | M | 2 | M
Arne | Aas | "Dødelig kjemi"  | 1992 | mini |  | M
Arne | Aas | "Morsarvet"  | 1993 | mini |  | M
Arne | Aas | "Skipper Worse"  | 1968 | mini |  | M
Ask | Aas | Ringens disipler  | 2004 | M |  | M
Gunnar | Aas | Bjurra  | 1970 | M |  | M
Gunnar | Aas | Kalte ham Skarven, De  | 1965 | M | 11 | M
Harald | Aas | "Nissene på låven"  | 2001 | mini |  | M
Knut | Aas | 22  | 2000 | V | 24 | M
Nils | Aas | Motforestilling  | 1972 | M | 22 | M
Svein Roar | Aas | "Muldvarpen"  | 2000 | M |  | M
Geir | Aase | Halveis til Haugesund  | 1997 | M |  | M
Henrik | Aase | "71° nord"  | 1999 | M |  | M
Henrik | Aasekjær | Sankt Hans fest  | 1947 | M | 31 | M
Craig | Aasen | Street Gun  | 1996 | M | 67 | M
John | Aasen | Bengal Tiger  | 1936 | M |  | M
John | Aasen | Charlie Chan at the Circus  | 1936 | M |  | M
John | Aasen | Growing Pains  | 1928 | M |  | M
John | Aasen | Harold Lloyd: The Third Genius  | 1989 | TV |  | M
John | Aasen | Legionnaires in Paris  | 1927 | M | 5 | M
John | Aasen | Long Fliv the King  | 1926 | M |  | M
John | Aasen | Should Married Men Go Home?  | 1928 | M |  | M
John | Aasen | Sting of Stings, The  | 1927 | M | 8 | M
John | Aasen | Two Flaming Youths  | 1927 | M |  | M
John | Aasen | Why Worry?  | 1923 | a | 3 | M
Larry | Aasen | Powerplay  | 1999 | TV | 20 | M
Larry | Aasen | Sasquatch Hunters  | 1997 | M | 17 | M
Jay | Aaseng | Cabin Fever  | 2002 | M | 41 | M
Ivar | Aaserud | Krypskyttere  | 1982 | M |  | M
Per Morten | Aaserud | "Robinsonekspedisjonen"  | 1999 | M |  | M
Aaron | Aash | Swimming Upstream  | 2003 | M |  | M
Erik | Aasheim | Drømmeslottet  | 1986 | M |  | M
Erik | Aasheim | "Nyhetsblikk"  | 2001 | M |  | M
Erik | Aasheim | "Stereo"  | 2002 | M | 1 | M
Paal Tarjei | Aasheim | "Casanova"  | 1993/I | M | 1 | M
C.S. | Aasie | Dostana  | 1980 | M | 29 | M
C.S. | Aasie | Janbaaz  | 1986 | M | 22 | M
G.S. | Aasie | Kenner  | 1969 | M |  | M
 | Aasif | Rama O Rama  | 1988 | M |  | M
Derek | Aasland | Bleacher Bums  | 2002 | TV |  | M
Derek | Aasland | Frequency  | 2000 | M | 35 | M
Derek | Aasland | Game Over: 'Resident Evil' Reanimated  | 2004 | V |  | M
Derek | Aasland | Hendrix  | 2000 | TV | 28 | M
Derek | Aasland | Kids in the Hall: Brain Candy  | 1996 | M |  | M
Derek | Aasland | Rated X  | 2000 | M | 21 | M
Derek | Aasland | Resident Evil: Apocalypse  | 2004 | M | 40 | M
Derek | Aasland | Skulls, The  | 2000 | M | 13 | M
Derek | Aasland | Two of Us  | 2000 | TV | 12 | M
Derek | Aasland | Urban Legends: Final Cut  | 2000 | M | 13 | M
Derek | Aasland | "Summer Storm"  | 1988 | mini |  | M
Freddy | Aastrøm | Motorskibet Fiona  | 1987 | TV |  | M
Jamel | Aattache | Kung fu klompen  | 2004 | V | 1 | M
Sebastian | Aav | Demoniac  | 2004 | V | 7 | M
Tõnu | Aav | Bande  | 1986 | M | 7 | M
Tõnu | Aav | Hysteria  | 1993 | M |  | M
Tõnu | Aav | Marianna  | 1967 | M | 3 | M
Tõnu | Aav | Minu Leninid  | 1997 | M | 28 | M
Tõnu | Aav | Puud olid...  | 1985 | M | 9 | M
Tõnu | Aav | Ränk ja Kilk  | 2001 | M |  | M
Tõnu | Aav | Surmatants  | 1992 | M |  | M
Tõnu | Aav | Tulivesi  | 1994 | M |  | M
Tõnu | Aav | "Osvobozhdeniye"  | 1970 | mini |  | M
Kaarlo | Aavajoki | Dynamiittityttö  | 1944 | M | 9 | M
Kaarlo | Aavajoki | Hiipivä vaara  | 1944 | M |  | M
Kaarlo | Aavajoki | Kartanon naiset  | 1944 | M | 11 | M
Kaarlo | Aavajoki | Katariina kaunis leski  | 1950 | M |  | M
Kaarlo | Aavajoki | Kirkastettu sydän  | 1943 | M |  | M
Kaarlo | Aavajoki | Kolmastoista koputus  | 1945 | M | 17 | M
Kaarlo | Aavajoki | Miehen vankina  | 1944 | M | 13 | M
Kaarlo | Aavajoki | Minä elän  | 1946 | M | 4 | M
Kaarlo | Aavajoki | Omena putoaa  | 1952 | M |  | M
Kaarlo | Aavajoki | Pimeänpirtin hävitys  | 1947 | M | 7 | M
Kaarlo | Aavajoki | Sellaisena kuin sinä minut halusit  | 1944 | M |  | M
Kaarlo | Aavajoki | Valkoisen neilikan velho  | 1945 | M | 10 | M
Evald | Aavik | Georgica  | 1998 | M | 1 | M
Evald | Aavik | Jõulud Vigalas  | 1981 | M | 1 | M
Evald | Aavik | Naerata ometi  | 1985 | M |  | M
Evald | Aavik | Somnambuul  | 2003 | M | 2 | M
Evald | Aavik | Tuulte pesa  | 1979 | M | 4 | M
Mohamed | Aazzi | Pirates of Penzance, The  | 1983 | M |  | M
Imad | Ab on Khaled | Täcknamn Coq Rouge  | 1989 | M |  | M
Dilek | Aba | Eurovision sarki yarismasi  | 2002 | TV |  | M
Dilek | Aba | Eurovision Song Contest, The  | 2002 | TV |  | M
Eusebio | Aba | Cristo negro  | 1963 | M |  | M
Saleem | Abaas | Bakom jalusin  | 1984 | M | 12 | M
Samba | Ababaka | Tripes au soleil, Les  | 1959 | M |  | M
Diego | Abad de Santillán | Teruel ha caído  | 1937 | M |  | M
Antonio | Abad Ojuel | ¿Crimen imposible?  | 1954 | M |  | M
José | Abad Zuleta | Canaguaro  | 1981 | M |  | M
Alejandro | Abad | Eurovision Song Contest, The  | 1994 | TV |  | M
Alejandro | Abad | "Operación triunfo"  | 2001 | M |  | M
Gabriel G. | Abad | "Sin marido"  | 1988 | M |  | M
Jose Gil | Abad | Memorias del subdesarrollo  | 1968 | M | 8 | M
José | Abad | Mur, Le  | 1967 | M | 13 | M
Kike | Abad | Vida siempre es corta, La  | 1994 | M | 22 | M
Manuel | Abad | Próxima vez que vivamos, La  | 1946 | M |  | M
Ramiro | Abad | Garden, The  | 1995/I | M | 18 | M
Xavi | Abad | "Columna, La"  | 2000 | M |  | M
Ángel | Abad | Sopar, El  | 1974 | M |  | M
Óscar | Abad | "Loba herida, La"  | 1992 | M |  | M
Óscar | Abad | "Piel"  | 1992 | M | 22 | M
Nabil | Abada | Viva Laldjérie  | 2004 | M |  | M
Ignasi | Abadal | Nueve reinas  | 2000 | M | 15 | M
Ignasi | Abadal | "Nissaga de poder"  | 1996 | M |  | M
Josep | Abadal | No respires: El amor está en el aire  | 1999 | M | 12 | M
José Ignacio | Abadal | Diligencia de los condenados, La  | 1970 | M |  | M
José Ignacio | Abadal | Investigación criminal  | 1970 | M |  | M
José Ignacio | Abadal | Rosso segno della follia, Il  | 1970 | M | 11 | M
José Ignacio | Abadal | Saranda  | 1970 | M | 10 | M
Christophe | Abadallah | Vie dissolue de Gérard Floque, La  | 1987 | M | 31 | M
 | Abaddon | In a Metal Mood  | 1996 | M |  | M
César | Abades | Se buscan fulmontis  | 1999 | M |  | M
Reyes | Abades | Días contados  | 1994 | M | 23 | M
Rene | Abadeza | Cacciatori del cobra d'oro, I  | 1982 | M | 5 | M
Rene | Abadeza | Code Name: Wild Geese  | 1984 | M |  | M
Rene | Abadeza | Double Target  | 1987 | M |  | M
Rene | Abadeza | Fuga dall'archipelago maledetto  | 1982 | M |  | M
Rene | Abadeza | Indio  | 1989 | M |  | M
Rene | Abadeza | Kommando Leopard  | 1985 | M |  | M
Rene | Abadeza | Leggenda del rubino malese, La  | 1985 | M | 7 | M
Rene | Abadeza | Strike Commando  | 1987 | M | 9 | M
Ebrahim | Abadi | Arousi-ye Khouban  | 1989 | M |  | M
Lysander O. | Abadia | Indie Pendant, The  | 2005 | M | 4 | M
Lysander O. | Abadia | Investigaytion  | 2004 | M |  | M
Lysander O. | Abadia | Mylène Farmer: Mylenium Tour  | 2000 | V | 12 | M
Lysander O. | Abadia | Objects of Wrath  | 2004 | V |  | M
Oscar | Abadia | Tequila Sunrise  | 1988 | a | 30 | M
Oscar | Abadia | Unlawful Entry  | 1992 | M | 20 | M
 | Abadie | Brigade des moeurs  | 1959 | M | 24 | M
A.C. | Abadie | Great Train Robbery, The  | 1903 | M |  | M
A.C. | Abadie | What Happened on Twenty-third Street, New York City  | 1901 | M |  | M
